# merge_plan.tsv -- Step 2 Wave 1. The Engineer. The disposition table the Wave 2 merge executes from.
# One row per union key. Block 1 first (uncontested, stable by construction), then Block 2 (contested).
# Generated: node tools/merge_identity.js --plan lsei/literature _intake/japanese-miracle/lit \
#              cr_scratch/step2_engineer_taxonomy.md _intake/superseded-duplicates cr_scratch/merge_plan.tsv
# THE MERGE GLOB IS *.md, NEVER *. lit/ holds 115 non-.md siblings and a bare * sweeps them into retrieval.
# COLUMN COUNT IS 18. It was 17 in Wave 1; column 6 split in two. Do not difference the counts.
# byte_source names WHICH CORPUS COPY SUPPLIES THE BYTES, and nothing else.
#   sole-lsei | sole-intake | both-identical | lsei-primary | intake-primary
#   intake-primary is admitted with zero members today: a closed set missing a member routes an
#   author into the wrong member silently.
# pair_primary names WHICH MEMBER OF A SAME-SOURCE PAIR IS THE ONE THAT LANDS.
#   primary | secondary | unadjudicated | n/a   -- n/a for the 160 rows in no pair.
#   THE SECONDARY DOES NOT LAND. The author ruled 2026-08-28: when two summaries are the same
#   source, pick one. In order: a decision recorded in step0_dedup_decisions.md wins; else if the
#   two are byte-identical take either; else take the larger file. The rule that fired is in basis.
# EVERY VALUE IN disposition IS A LANDING MODE, NOT A GATE. No file is withheld from the corpus
#   for a metadata reason (author, 2026-08-28). A HOLD-* label says HOW a row lands. The only rows
#   that do not land are the 8 pair secondaries, and they are named by pair_primary=secondary.
# legend disposition = LIFT LIFT-IDENTICAL LIFT-LSEI-SCRUB LIFT-LSEI-STEP0 HOLD-NOID HOLD-PAIR HOLD-FALSEMERGE
# legend byte_source = sole-lsei sole-intake both-identical lsei-primary intake-primary
# legend pair_primary = primary secondary unadjudicated n/a
# review_owner routes the two reviewers and is NOT the field partition. The FIELD split is 8 lunar /
#   3 economics, decided by between-field cosine; the REVIEW split is 7 / 4, decided by who can judge
#   a placement. space-economy-and-markets is field=lunar and review=manager-econ, deliberately; see
#   step2_engineer_taxonomy.md section 2.4. Each reviewer cuts their own half on column 11 alone.
# pair_role is the same-source-pair role: dup-member, or empty. Primary designation inside a pair is
#   deferred to the DUP-xx register row. This table never adjudicates a pair.
# dedup_key levels, oracle/NAMING.md section 7 as amended at 2.20:
#   L1      DOI, not a 10.13140/ mirror mint (clause b)
#   L2A     publisher article URL, must carry a path (clause a)
#   L2B     agency or grant number printed in the artifact (clause d), hand-read, declared in this file
#   L3      (identity, year, first six title words) READ FROM THE ## Citation BLOCK -- section 7 normative
#   L3-NAME same tuple derived from the filename. Fallback ONLY where there is no block to read.
#   L0      no key derivable at any level.
#   THE WAVE-1 VARIANCE IS CLOSED. L3 was filename-derived (clusters.js RULE E); section 7 now says
#   read the citation block, and it does. L3-PENDING no longer appears.
#   CLAUSE (c): a level-2A or 2B string held by 3+ union keys is disqualified as a key for ALL of
#   its holders and each falls to the next level. A group of exactly 2 confirms a pair. Read
#   literally, "more than one" would make every 2A/2B confirmation self-refuting; section 7 own
#   worked example (sowers-2019, grant printed in BOTH members) forces the group-of-2 reading.
# rev is append-only. A row whose disposition, byte_source, target_folder or LANDING OUTCOME changes
#   write bumps rev and the reason leads its basis.
# read-digest sha256 over sorted path\tsize\tmtimeMs = 3cb8cc59509e77c39cd87fb45c2905c5ea9ca7d0754a640ebd62ccc8517a85c1
# files read = 278
# inputs = lsei/literature  _intake/japanese-miracle/lit  cr_scratch/step2_engineer_taxonomy.md  _intake/superseded-duplicates
# rows = 176  block1 = 117  block2 = 59
# disposition tally = {"LIFT-LSEI-SCRUB":5,"LIFT":52,"LIFT-IDENTICAL":65,"LIFT-LSEI-STEP0":3,"HOLD-NOID":34,"HOLD-PAIR":16,"HOLD-FALSEMERGE":1}
# churn = block2 rows with rev>1 / block2 rows = 21 / 59 = 35.59%
# id_in_source=NO (citation repair owed at Wave 2) = 1: azami-2024-lunar-manufacturing-review.md
# longest target_path = 99 chars, repo-relative; NAMING.md section 8 ceiling is 259 ABSOLUTE
block	key	source_path	target_path	disposition	byte_source	pair_primary	pair_id	pair_role	target_folder	field_label	review_owner	also	dedup_key	identifier	id_in_source	rev	basis
1	belbin-2024-vsat-grd-demonstrator.md	lsei/literature/power-and-thermal/belbin-2024-vsat-grd-demonstrator.md	literature/power-and-thermal/belbin-2024-vsat-grd-demonstrator.md	LIFT	sole-lsei	n/a			power-and-thermal	lunar	space-resources		L2A|ntrs.nasa.gov/citations/20240004914	ntrs.nasa.gov/citations/20240004914	yes	1	lsei-only key, identifier confirmed at level 2.
1	benaroya-1998-lunar-development-issues.md	lsei/literature/space-economy-and-markets/benaroya-1998-lunar-development-issues.md	literature/space-economy-and-markets/benaroya-1998-lunar-development-issues.md	LIFT-IDENTICAL	both-identical	n/a			space-economy-and-markets	lunar	manager-econ	programme-primaries	L1|10.1061/(asce)0893-1321(1998)11:4(111)	10.1061/(asce)0893-1321(1998)11:4(111)	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	blount-2016-us-commercial-space-launch-act.md	lsei/literature/space-law-and-governance/blount-2016-us-commercial-space-launch-act.md	literature/space-law-and-governance/blount-2016-us-commercial-space-launch-act.md	LIFT-IDENTICAL	both-identical	n/a			space-law-and-governance	lunar	space-resources	space-economy-and-markets	L2A|scholarship.law.unc.edu/ncjolt/vol18/iss2/1	scholarship.law.unc.edu/ncjolt/vol18/iss2/1	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 2. Nothing to adjudicate.
1	caballero-2008-zombie-lending-japan.md	lsei/literature/growth-and-industrial-theory/caballero-2008-zombie-lending-japan.md	literature/development-and-industrial-policy/caballero-2008-zombie-lending-japan.md	LIFT-IDENTICAL	both-identical	n/a			development-and-industrial-policy	economics	manager-econ	growth-theory	L1|10.1257/aer.98.5.1943	10.1257/aer.98.5.1943	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	cannon-2020-lunar-ice-geologic-model.md	lsei/literature/lunar-ice-and-geology/cannon-2020-lunar-ice-geologic-model.md	literature/lunar-ice-and-geology/cannon-2020-lunar-ice-geologic-model.md	LIFT	sole-lsei	n/a			lunar-ice-and-geology	lunar	space-resources	isru-processing	L1|10.1016/j.icarus.2020.113778	10.1016/j.icarus.2020.113778	yes	1	lsei-only key, identifier confirmed at level 1.
1	castillo-rogez-2022-ceres-habitability.md	lsei/literature/space-economy-and-markets/castillo-rogez-2022-ceres-habitability.md	literature/space-economy-and-markets/castillo-rogez-2022-ceres-habitability.md	LIFT-IDENTICAL	both-identical	n/a			space-economy-and-markets	lunar	manager-econ	lunar-ice-and-geology	L1|10.3847/psj/ac34ee	10.3847/psj/ac34ee	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	chirikjian-2002-self-replicating-robots-lunar.md	lsei/literature/growth-and-industrial-theory/chirikjian-2002-self-replicating-robots-lunar.md	literature/self-replication-and-automation/chirikjian-2002-self-replicating-robots-lunar.md	LIFT-IDENTICAL	both-identical	n/a			self-replication-and-automation	lunar	space-resources		L1|10.1109/tmech.2002.806232	10.1109/tmech.2002.806232	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	chirikjian-2022-entropy-symmetry-self-replication.md	lsei/literature/growth-and-industrial-theory/chirikjian-2022-entropy-symmetry-self-replication.md	literature/self-replication-and-automation/chirikjian-2022-entropy-symmetry-self-replication.md	LIFT-IDENTICAL	both-identical	n/a			self-replication-and-automation	lunar	space-resources		L2A|arxiv.org/abs/2202.02938	arxiv.org/abs/2202.02938	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 2. Nothing to adjudicate.
1	colozza-2020-lunar-base-power-comparison.md	lsei/literature/power-and-thermal/colozza-2020-lunar-base-power-comparison.md	literature/power-and-thermal/colozza-2020-lunar-base-power-comparison.md	LIFT	sole-lsei	n/a			power-and-thermal	lunar	space-resources		L2A|ntrs.nasa.gov/api/citations/20200001622/downloads/20200001622.pdf	ntrs.nasa.gov/api/citations/20200001622/downloads/20200001622.pdf	yes	1	lsei-only key, identifier confirmed at level 2.
1	colvin-2020-lunar-cislunar-demand.md	lsei/literature/space-economy-and-markets/colvin-2020-lunar-cislunar-demand.md	literature/space-economy-and-markets/colvin-2020-lunar-cislunar-demand.md	LIFT-IDENTICAL	both-identical	n/a			space-economy-and-markets	lunar	manager-econ	logistics-and-delivery	L2A|ida.org/research-and-publications/publications/all/d/de/demand-drivers-of-the-lunar-and-cislunar-economy	ida.org/research-and-publications/publications/all/d/de/demand-drivers-of-the-lunar-and-cislunar-economy	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 2. Nothing to adjudicate.
1	crawford-2015-lunar-resources-review.md	lsei/literature/lunar-ice-and-geology/crawford-2015-lunar-resources-review.md	literature/lunar-ice-and-geology/crawford-2015-lunar-resources-review.md	LIFT-IDENTICAL	both-identical	n/a			lunar-ice-and-geology	lunar	space-resources	isru-processing	L1|10.48550/arxiv.1410.6865	10.48550/arxiv.1410.6865	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	dingman-1993-dagger-and-gift-korean-war.md	_intake/japanese-miracle/lit/dingman-1993-dagger-and-gift-korean-war.md	literature/development-and-industrial-policy/dingman-1993-dagger-and-gift-korean-war.md	LIFT	sole-intake	n/a			development-and-industrial-policy	economics	manager-econ		L1|10.1163/187656193x00077	10.1163/187656193x00077	yes	1	intake-only key, identifier confirmed at level 1.
1	downing-2005-sustainable-lunar-economy.md	lsei/literature/space-economy-and-markets/downing-2005-sustainable-lunar-economy.md	literature/space-economy-and-markets/downing-2005-sustainable-lunar-economy.md	LIFT-IDENTICAL	both-identical	n/a			space-economy-and-markets	lunar	manager-econ		L1|10.2514/6.2005-2551	10.2514/6.2005-2551	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	ehricke-1974-lunar-industries.md	lsei/literature/space-economy-and-markets/ehricke-1974-lunar-industries.md	literature/space-economy-and-markets/ehricke-1974-lunar-industries.md	LIFT-IDENTICAL	both-identical	n/a			space-economy-and-markets	lunar	manager-econ		L1|10.1016/0094-5765(74)90023-x	10.1016/0094-5765(74)90023-x	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	ehricke-1981-selenosphere-energy.md	lsei/literature/space-economy-and-markets/ehricke-1981-selenosphere-energy.md	literature/space-economy-and-markets/ehricke-1981-selenosphere-energy.md	LIFT-IDENTICAL	both-identical	n/a			space-economy-and-markets	lunar	manager-econ		L1|10.1016/0094-5765(81)90132-6	10.1016/0094-5765(81)90132-6	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	ehricke-1981-socioeconomic-lunar-evaluation.md	lsei/literature/space-economy-and-markets/ehricke-1981-socioeconomic-lunar-evaluation.md	literature/space-economy-and-markets/ehricke-1981-socioeconomic-lunar-evaluation.md	LIFT-IDENTICAL	both-identical	n/a			space-economy-and-markets	lunar	manager-econ		L1|10.1016/0094-5765(81)90131-4	10.1016/0094-5765(81)90131-4	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	ehricke-1984-selenospheric-economics.md	lsei/literature/space-economy-and-markets/ehricke-1984-selenospheric-economics.md	literature/space-economy-and-markets/ehricke-1984-selenospheric-economics.md	LIFT-IDENTICAL	both-identical	n/a			space-economy-and-markets	lunar	manager-econ		L1|10.1016/0094-5765(84)90003-1	10.1016/0094-5765(84)90003-1	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	elvis-2016-peaks-eternal-light.md	lsei/literature/space-law-and-governance/elvis-2016-peaks-eternal-light.md	literature/space-law-and-governance/elvis-2016-peaks-eternal-light.md	LIFT	sole-lsei	n/a			space-law-and-governance	lunar	space-resources	power-and-thermal	L1|10.1016/j.spacepol.2016.05.011	10.1016/j.spacepol.2016.05.011	yes	1	lsei-only key, identifier confirmed at level 1.
1	esteban-pretel-2009-postwar-japan-policy.md	_intake/japanese-miracle/lit/esteban-pretel-2009-postwar-japan-policy.md	literature/development-and-industrial-policy/esteban-pretel-2009-postwar-japan-policy.md	LIFT	sole-intake	n/a			development-and-industrial-policy	economics	manager-econ	growth-theory	L2A|rieti.go.jp/en/publications/summary/09010004.html	rieti.go.jp/en/publications/summary/09010004.html	yes	1	intake-only key, identifier confirmed at level 2.
1	flyvbjerg-2014-what-you-should-know-megaprojects.md	lsei/literature/growth-and-industrial-theory/flyvbjerg-2014-what-you-should-know-megaprojects.md	literature/organization-and-production-systems/flyvbjerg-2014-what-you-should-know-megaprojects.md	LIFT-IDENTICAL	both-identical	n/a			organization-and-production-systems	economics	manager-econ	programme-primaries	L1|10.1002/pmj.21409	10.1002/pmj.21409	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	freitas-1980-advanced-automation-space-missions.md	lsei/literature/growth-and-industrial-theory/freitas-1980-advanced-automation-space-missions.md	literature/self-replication-and-automation/freitas-1980-advanced-automation-space-missions.md	LIFT-IDENTICAL	both-identical	n/a			self-replication-and-automation	lunar	space-resources	isru-processing	L2A|ntrs.nasa.gov/citations/19830007077	ntrs.nasa.gov/citations/19830007077	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 2. Nothing to adjudicate.
1	gao-2011-neutron-detectors-helium3.md	lsei/literature/space-economy-and-markets/gao-2011-neutron-detectors-helium3.md	literature/space-economy-and-markets/gao-2011-neutron-detectors-helium3.md	LIFT-IDENTICAL	both-identical	n/a			space-economy-and-markets	lunar	manager-econ	isru-processing	L2A|gao.gov/products/gao-11-753	gao.gov/products/gao-11-753	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 2. Nothing to adjudicate.
1	gdp.md	lsei/literature/space-economy-and-markets/gdp.md	literature/space-economy-and-markets/gdp.md	LIFT-IDENTICAL	both-identical	n/a			space-economy-and-markets	lunar	manager-econ	growth-theory	L2A|data.worldbank.org/data-catalog/world-development-indicators	data.worldbank.org/data-catalog/world-development-indicators	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 2. Nothing to adjudicate.
1	giachino-2021-space-tourism-frontier.md	lsei/literature/space-economy-and-markets/giachino-2021-space-tourism-frontier.md	literature/space-economy-and-markets/giachino-2021-space-tourism-frontier.md	LIFT-IDENTICAL	both-identical	n/a			space-economy-and-markets	lunar	manager-econ		L1|10.52255/smarttourism.2021.1.4.5	10.52255/smarttourism.2021.1.4.5	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	glaser-2014-south-pole-illumination.md	lsei/literature/power-and-thermal/glaser-2014-south-pole-illumination.md	literature/power-and-thermal/glaser-2014-south-pole-illumination.md	LIFT	sole-lsei	n/a			power-and-thermal	lunar	space-resources	lunar-ice-and-geology	L1|10.1016/j.icarus.2014.08.013	10.1016/j.icarus.2014.08.013	yes	1	lsei-only key, identifier confirmed at level 1.
1	gordon-2001-lunar-dc-transmission.md	lsei/literature/power-and-thermal/gordon-2001-lunar-dc-transmission.md	literature/power-and-thermal/gordon-2001-lunar-dc-transmission.md	LIFT	sole-lsei	n/a			power-and-thermal	lunar	space-resources		L2A|ntrs.nasa.gov/citations/20040191588	ntrs.nasa.gov/citations/20040191588	yes	1	lsei-only key, identifier confirmed at level 2.
1	gott-2024-card-gas-analysis-subsystem.md	_intake/japanese-miracle/lit/gott-2024-card-gas-analysis-subsystem.md	literature/isru-processing/gott-2024-card-gas-analysis-subsystem.md	LIFT	sole-intake	n/a			isru-processing	lunar	space-resources		L2A|ttu-ir.tdl.org/items/e6cd0feb-d439-4f45-a072-9ad8dbdd9cb8	ttu-ir.tdl.org/items/e6cd0feb-d439-4f45-a072-9ad8dbdd9cb8	yes	1	intake-only key, identifier confirmed at level 2.
1	hagerty-2011-spa-basalt-pond-thorium.md	lsei/literature/lunar-ice-and-geology/hagerty-2011-spa-basalt-pond-thorium.md	literature/lunar-ice-and-geology/hagerty-2011-spa-basalt-pond-thorium.md	LIFT-IDENTICAL	both-identical	n/a			lunar-ice-and-geology	lunar	space-resources		L1|10.1029/2010je003723	10.1029/2010je003723	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	hausmann-2005-growth-accelerations.md	lsei/literature/growth-and-industrial-theory/hausmann-2005-growth-accelerations.md	literature/growth-theory/hausmann-2005-growth-accelerations.md	LIFT-IDENTICAL	both-identical	n/a			growth-theory	economics	manager-econ	development-and-industrial-policy	L1|10.1007/s10887-005-4712-0	10.1007/s10887-005-4712-0	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	hayne-2020-micro-cold-traps.md	lsei/literature/lunar-ice-and-geology/hayne-2020-micro-cold-traps.md	literature/lunar-ice-and-geology/hayne-2020-micro-cold-traps.md	LIFT	sole-lsei	n/a			lunar-ice-and-geology	lunar	space-resources		L2A|arxiv.org/abs/2005.05369	arxiv.org/abs/2005.05369	yes	1	lsei-only key, identifier confirmed at level 2.
1	hein-2018-asteroid-mining-technoeconomic.md	lsei/literature/space-economy-and-markets/hein-2018-asteroid-mining-technoeconomic.md	literature/space-economy-and-markets/hein-2018-asteroid-mining-technoeconomic.md	LIFT-IDENTICAL	both-identical	n/a			space-economy-and-markets	lunar	manager-econ	isru-processing	L2A|arxiv.org/abs/1810.03836	arxiv.org/abs/1810.03836	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 2. Nothing to adjudicate.
1	henderson-2008-myth-of-miti.md	lsei/literature/growth-and-industrial-theory/henderson-2008-myth-of-miti.md	literature/development-and-industrial-policy/henderson-2008-myth-of-miti.md	LIFT-IDENTICAL	both-identical	n/a			development-and-industrial-policy	economics	manager-econ		L2A|econlib.org/library/enc/japanandthemythofmiti.html	econlib.org/library/enc/japanandthemythofmiti.html	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 2. Nothing to adjudicate.
1	horvath-2022-lunar-pits-caves-thermal.md	lsei/literature/lunar-ice-and-geology/horvath-2022-lunar-pits-caves-thermal.md	literature/lunar-ice-and-geology/horvath-2022-lunar-pits-caves-thermal.md	LIFT	sole-lsei	n/a			lunar-ice-and-geology	lunar	space-resources	power-and-thermal	L1|10.1029/2022gl099710	10.1029/2022gl099710	yes	1	lsei-only key, identifier confirmed at level 1.
1	hoshi-1991-corporate-structure-liquidity-investment.md	_intake/japanese-miracle/lit/hoshi-1991-corporate-structure-liquidity-investment.md	literature/development-and-industrial-policy/hoshi-1991-corporate-structure-liquidity-investment.md	LIFT	sole-intake	n/a			development-and-industrial-policy	economics	manager-econ	growth-theory	L1|10.2307/2937905	10.2307/2937905	yes	1	intake-only key, identifier confirmed at level 1.
1	imf-1963-appraisal-japan-double-income.md	lsei/literature/growth-and-industrial-theory/imf-1963-appraisal-japan-double-income.md	literature/development-and-industrial-policy/imf-1963-appraisal-japan-double-income.md	LIFT-IDENTICAL	both-identical	n/a			development-and-industrial-policy	economics	manager-econ	growth-theory	L2A|elibrary.imf.org/view/journals/024/1963/001/article-a004-en.xml	elibrary.imf.org/view/journals/024/1963/001/article-a004-en.xml	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 2. Nothing to adjudicate.
