M	LCC-10	A	oleson-2022-deployable-fsp.md	A 40 kWe point design whose three elements total 10,046 kg against a 6,000 kg goal the paper states it exceeded, giving 3.98 W/kg overall or 5.45 W/kg on the reactor element alone; the paper states no system-level specific power itself.
M	LCC-10	A	nasa-2025-fission-surface-power-directive.md	Directs a forthcoming procurement at a minimum 100 kWe with a heavy-class lander allocation of up to 15 metric tons and launch readiness by Q1 FY30; the allocation is a requirement, not a demonstrated mass.
M	LCC-10	A	nasa-2025-moon-to-mars-architecture-add-revc.md	The Moon to Mars Architecture Definition Document Revision C, dated 12 December 2025, adds a Lunar Nuclear Fission System to the programme-of-record element list and states no power rating, no mass allocation and no specific mass for it anywhere; it is a framework document that commits no budget or schedule.
M	LCC-10	B	ross-2023-lunar-south-pole-solar-power.md	Solar power near the pole is available nearly continuously only from vertically deployed panels in restricted high-illumination regions, and if solar is inadequate even in a best case, fission becomes the only option.
M	LCC-10	B	csank-2022-powering-the-moon.md	Sizes an Artemis baseline of about 90 kW with islanded solar and battery sub-grids, and anchors the transition on a 40 kWe fission demonstration; cable mass dominates total microgrid mass.
M	LCC-10	B	colozza-2020-lunar-base-power-comparison.md	For continuous day and night operation the reactor is lowest mass in every case and energy storage dominates every continuous photovoltaic case; every case is sited at 30 degrees north over a 708.33 hour day-night cycle, and the document contains no polar illumination model, no eclipse statistic and no permanently shadowed region.
M	LCC-10	B	pappa-2021-relocatable-solar-array.md	A relocatable vertical solar array concept for the polar high-illumination regions.
M	LCC-10	B	belbin-2024-vsat-grd-demonstrator.md	A vertical solar array technology ground demonstrator.
M	LCC-11	A	payload-research-starship-cost.md	A trade-press analyst estimate of about $500 per kilogram to low Earth orbit for an expendable Starship V1, with Falcon 9 expendable likely above $2,000 per kilogram; the piece labels its own cost figures as Payload estimates rather than stated or audited prices.
M	LCC-11	A	jones-superheavylift-final20260614.md	A fully reusable Starship headline range of $67 to $900 per kilogram to low Earth orbit across three scenarios the authors describe as hypothetical and illustrative.
M	LCC-11	A	adilov-2022-launch-cost-reductions.md	Per-kilogram launch cost to low Earth orbit fell 5.5 percent per year unadjusted over the study period, and the authors state that detailed launch cost data are not publicly available because actual contracts are private.
M	LCC-11	B	nasa-2023-card-carbothermal-reduction.md	States $1.2M per kilogram to land on the lunar surface, given as a motivation on the first slide with no derivation.
M	LCC-11	B	metzger-autry-2023-lunar-landing-pads.md	Uses surface transportation cost as a swept parameter at $1M, $300K, $100K, $10K, $2K and $300 per kilogram, with a stated context of roughly $1M/kg in the next five years falling toward $2K/kg within twenty.
M	LCC-11	B	nasa-clps-delivery-timeline.md	A manifest of eleven CLPS surface deliveries against a 2024 to 2028 axis; it prints no contract value and no per-kilogram price.
M	LCC-11	B	nasa-clps-procurement-vignette.md	States a combined maximum contract value of $2.6 billion through November 2028 across fourteen contract holders, and states no per-kilogram delivery price anywhere.
M	LCC-12	A	kornuta-2019-commercial-lunar-propellant.md	A commercial architecture producing 450 metric tons of propellant from 2,450 metric tons of processed lunar water, generating $2.4 billion of revenue, presented as a closing case.
M	LCC-12	A	kornuta-2019-commercial-lunar-propellant-architecture.md	A second summary of the same collaborative study, named so the invariant cannot be satisfied by the wrong member of the pair.
M	LCC-12	A	sowers-2019-thermal-mining-ice.md	Reaches the same conclusion from the Colorado School of Mines thermal-mining study, at an adopted 4 wt% minimum ice concentration that it states is a requirement the prospecting campaign must still meet.
M	LCC-12	A	sowers-2019-psr-ice-mining.md	Same author and year cluster, named so the axis cannot be satisfied by whichever member tokenizes best.
M	LCC-12	A	sowers-2019-thermal-mining-niac.md	Same author and year cluster, named for the same reason.
M	LCC-12	A	sowers-2019-thermal-mining-niac-report.md	Same author and year cluster, named for the same reason.
M	LCC-12	B	jones-2019-cislunar-isru-breakeven.md	Under assumptions the authors state are favourable toward lunar ISRU, lunar propellant costs 97 percent more than Earth-launched propellant, the cheapest lunar architecture is $78,000/kg against $40,000/kg for commercial Earth delivery, and breakeven arrives at about 34 to 35 years of sustained 59 t/yr demand.
M	LCC-12	B	jones-2020-lunar-propellant-breakeven.md	Breakeven is driven by the magnitude and duration of the lunar campaign, and without ISRU systems lasting more than five years before replacement, cislunar demand for a Mars campaign favours delivery from Earth.
M	LCC-12	C	shishko-2019-lunar-thermal-mining-business-case.md	Supplies a framework and a production-rate model and states that it is not a completed cost or net present value result.
M	LCC-12	C	mckeown-2024-space-resource-hurdle-rate.md	About 25 percent is the appropriate hurdle rate for development-stage space resource projects, conditional on a legal regime, with 10 percent proposed for reporting; the choice of rate changes what closing means.
M	LCC-13	A	olson-2021-lunar-helium3-mining.md	Mining concepts since the 1980s, the Mark series miners, and the 2015 to 2018 implantation and extraction experiments at Wisconsin; the only demand-side content is one unquantified sentence that several commercial fusion companies plan reactors as early as the 2030s, with no company names, power ratings, fuel consumption rates or projected prices. States about 100 kg of helium-3 is presently available on Earth.
M	LCC-13	A	wittenberg-1992-he3-resources-review.md	More than a million tonnes of solar-wind helium-3 in the fine lunar regolith, argued as sufficient to contribute to Earth generating capacity for several centuries in a deuterium and helium-3 reactor that did not then and does not here exist.
M	LCC-13	B	gao-2011-neutron-detectors-helium3.md	The quantified United States helium-3 market is neutron detection at a projected government demand of about 7,000 litres per year plus about 1,500 litres of other applications, against a supply of 8,000 to 10,000 litres per year; the price rose from $40 to $85 per litre before the shortage to $600 to $1,000 per litre after it, and the documented federal response was to fund substitute detector technologies.
M	LCC-14	A	liu-2025-microwave-sintering-lunar-regolith-simulants.md	Metered whole-process energy consumption of 69 MJ/kg for the mare simulant CLRS-1 and 98 MJ/kg for the highland simulant SC-080, on 11 g charges in a 1000 W domestic microwave with a silicon-carbide susceptor kiln; the source reports no separately measured power draw and no loss breakdown.
M	LCC-14	A	azami-2024-lunar-manufacturing-review.md	A technique-by-technique review whose energy-consumption column is qualitative; the review reports no absolute kWh per kilogram sintering-energy value anywhere in its text.
M	LCC-14	A	metzger-autry-2023-lunar-landing-pads.md	Gives sintering energy per pad rather than per kilogram: 19.7 MWh with 4.7 t of Earth-supplied hardware for a 12 m inner pad and 67.8 MWh for a 27 m outer pad, from a physics-based model whose parameters are drawn from terrestrial technologies because no lunar construction technology is mature, and excludes the cost of maturation from TRL 3/4 to TRL 6.
M	LCC-15	A	sanders-2025-nasa-isru-progress-review.md	Loose-regolith excavation at TRL 5 in a simulated mission, with the IPEx bucket-drum excavator moving 10 metric tons in 5 days; hard icy-regolith excavation at TRL 5 via the Break the Ice Challenge, 15 teams over 15 days excavating 12,000 kg total at about 800 kg/day with each delivery over a 500 m traverse.
M	LCC-15	A	sanders-2025-nasa-lunar-isru-progress-review.md	A second summary of the same 2025 deck, named so the invariant cannot be satisfied by the wrong member of the pair.
M	LCC-15	B	just-2020-regolith-excavation-review.md	Reviews thirteen excavation concepts and excludes technology readiness as a tabulated column because almost all reviewed concepts do not exceed TRL 3; reports that test data are inconsistent across studies, and its own output is a set of key performance parameters future experiments should report.
M	LCC-15	B	rostami2018.md	A conceptual paper on adapting terrestrial tunnel boring machines, explicitly carrying no original experimental or design data and no lunar machine design.
M	LCC-15	B	kokkinis-2024-automated-drilling-mining-review.md	A terrestrial mining-automation review whose own conclusion is that infrastructure-less, standardized and safety-mature automation remains an open research target rather than a deployed reality.
